product_id,product_name,category,price,supplier_id
1,Product 1,Apparel,,69
2,Product 2,Home,405.61,84
3,Product 3,Electronics,216.59,3
4,Product 4,Home,288.1,88
5,Product 5,Apparel,116.72,31
6,Product 6,Sports,58.56,68
7,Product 7,Sports,112.96,100
8,Product 8,Electronics,121.58,59
9,Product 9,Home,449.74,52
10,Product 10,Electronics,376.99,99
11,Product 11,Home,412.4,51
12,Product 12,Electronics,268.79,80
12,Product 12,Electronics,268.79,80
13,Product 13,Apparel,40.89,16
14,Product 14,Apparel,346.22,60
15,Product 15,Electronics,208.98,72
16,Product 16,Books,385.37,44
17,Product 17,Home,141.89,24
18,Product 18,Sports,288.48,22
19,Product 19,Apparel,371.83,83
20,Product 20,Apparel,433.18,32
21,Product 21,Books,452.39,1
22,Product 22,Apparel,271.49,66
23,Product 23,Electronics,273.95,66
24,Product 24,Books,256.98,85
25,Product 25,Books,388.83,82
26,Product 26,Electronics,17.96,51
27,Product 27,Electronics,435.34,17
28,Product 28,Electronics,452.68,65
29,Product 29,Electronics,313.53,89
30,Product 30,Sports,248.63,58
31,Product 31,Electronics,491.81,47
32,Product 32,Home,113.73,37
33,Product 33,Home,408.29,41
34,Product 34,Electronics,97.15,41
35,Product 35,Electronics,43.58,88
36,Product 36,Electronics,142.08,81
37,Product 37,Home,50.93,15
38,Product 38,Apparel,24.47,46
39,Product 39,Sports,353.37,44
40,Product 40,Sports,245.4,69
41,Product 41,Sports,253.45,55
42,Product 42,Sports,354.89,14
43,Product 43,Sports,165.99,59
44,Product 44,Apparel,47.71,87
45,Product 45,Books,251.47,57
46,Product 46,Books,42.05,78
47,Product 47,Electronics,82.15,98
48,Product 48,Books,468.85,69
49,Product 49,Electronics,180.25,24
50,Product 50,Sports,325.52,24
51,Product 51,Sports,81.41,90
52,Product 52,Sports,315.53,41
53,Product 53,Electronics,170.96,85
54,Product 54,Electronics,79.72,41
55,Product 55,Books,166.3,41
56,Product 56,Home,229.0,22
57,Product 57,Apparel,390.08,61
58,Product 58,Books,180.93,37
59,Product 59,Books,498.65,33
60,Product 60,Books,406.41,90
61,Product 61,Home,101.01,55
62,Product 62,Home,169.34,9
63,Product 63,Sports,110.69,50
64,Product 64,Home,148.57,92
65,Product 65,Apparel,485.84,48
66,Product 66,Home,387.03,71
67,Product 67,Books,156.93,33
68,Product 68,Sports,137.86,8
69,Product 69,Electronics,310.18,2
70,Product 70,Apparel,73.52,44
71,Product 71,Apparel,414.1,78
72,Product 72,Apparel,494.64,59
73,Product 73,Home,195.95,59
74,Product 74,Sports,441.37,19
75,Product 75,Apparel,130.79,58
76,Product 76,Sports,32.16,85
77,Product 77,Apparel,,20
78,Product 78,Electronics,484.65,32
79,Product 79,Books,19.39,3
80,Product 80,Home,279.91,87
81,Product 81,Home,,17
82,Product 82,Electronics,100.7,75
83,Product 83,Sports,194.76,90
84,Product 84,Electronics,,23
85,Product 85,Electronics,284.52,32
86,Product 86,Books,181.36,59
87,Product 87,Books,297.66,33
88,Product 88,Apparel,369.13,51
89,Product 89,Books,467.98,94
90,Product 90,Apparel,284.67,82
91,Product 91,Home,5.8,54
92,Product 92,Home,325.5,91
93,Product 93,Apparel,17.85,91
94,Product 94,Electronics,82.28,15
94,Product 94,Electronics,82.28,15
95,Product 95,Sports,272.02,33
96,Product 96,Apparel,494.73,7
97,Product 97,Books,60.74,100
98,Product 98,Apparel,310.26,15
99,Product 99,Apparel,433.01,77
100,Product 100,Books,220.67,10
101,Product 101,Apparel,167.49,39
102,Product 102,Home,480.52,29
103,Product 103,Apparel,116.92,83
104,Product 104,Books,277.48,43
105,Product 105,Home,181.26,72
106,Product 106,Electronics,258.5,85
107,Product 107,Home,16.66,69
108,Product 108,Apparel,18.41,38
109,Product 109,Books,333.08,100
110,Product 110,Apparel,325.49,37
111,Product 111,Apparel,140.24,32
112,Product 112,Sports,181.74,29
113,Product 113,Apparel,80.79,100
114,Product 114,Electronics,188.66,48
115,Product 115,Electronics,314.26,32
116,Product 116,Apparel,255.48,47
117,Product 117,Home,81.64,6
118,Product 118,Sports,296.38,40
119,Product 119,Sports,58.3,45
120,Product 120,Home,377.79,46
121,Product 121,Books,218.53,22
122,Product 122,Home,71.6,57
123,Product 123,Sports,172.37,52
124,Product 124,Electronics,209.22,93
125,Product 125,Electronics,497.7,49
126,Product 126,Electronics,176.6,36
127,Product 127,Home,246.09,75
128,Product 128,Home,348.0,41
129,Product 129,Apparel,307.17,15
130,Product 130,Apparel,364.65,25
131,Product 131,Sports,329.27,68
132,Product 132,Books,80.16,100
133,Product 133,Electronics,149.97,12
134,Product 134,Apparel,124.53,82
135,Product 135,Apparel,49.35,69
136,Product 136,Sports,460.95,10
137,Product 137,Books,483.55,61
138,Product 138,Apparel,443.28,66
139,Product 139,Books,309.03,86
140,Product 140,Electronics,99.33,62
141,Product 141,Home,30.59,22
142,Product 142,Home,264.95,26
143,Product 143,Books,12.43,88
144,Product 144,Electronics,161.18,63
145,Product 145,Home,177.06,11
146,Product 146,Home,195.21,65
147,Product 147,Books,87.83,28
148,Product 148,Apparel,463.61,8
149,Product 149,Books,468.01,11
150,Product 150,Electronics,54.44,53
151,Product 151,Apparel,395.5,1
152,Product 152,Sports,122.67,20
153,Product 153,Home,70.93,5
154,Product 154,Electronics,259.82,86
155,Product 155,Sports,344.0,59
156,Product 156,Home,295.76,6
157,Product 157,Apparel,473.42,45
158,Product 158,Home,366.56,76
159,Product 159,Apparel,422.88,22
160,Product 160,Home,74.76,35
161,Product 161,Books,132.98,87
162,Product 162,Apparel,80.0,9
163,Product 163,Electronics,164.7,7
164,Product 164,Sports,82.03,32
165,Product 165,Home,287.66,33
166,Product 166,Electronics,161.6,8
167,Product 167,Apparel,344.55,53
168,Product 168,Electronics,335.82,36
169,Product 169,Sports,171.42,30
170,Product 170,Books,354.99,16
